Blades_name,Propellers_brand,Propellers_diameter,Propellers_pitch,Adimensional_chord_c/R,Adimensional_radius_r/R,Beta_angle_relative_to_motion,Radius,Chord
apcff 9.0x4.0,apcff,9.0,4.0,0.1421,0.8,14.628,3.6,0.6394500000000001
apcff 9.0x4.0,apcff,9.0,4.0,0.1233,0.85,13.853,3.8249999999999997,0.5548500000000001
apcff 9.0x4.0,apcff,9.0,4.0,0.0994,0.9,13.092,4.05,0.44730000000000003
apcff 9.0x4.0,apcff,9.0,4.0,0.0658,0.95,11.141,4.2749999999999995,0.2961
apcff 9.0x4.0,apcff,9.0,4.0,0.0106,1.0,7.631,4.5,0.0477
apcsp 4.2x2.0,apcsp,4.2,2.0,0.214,0.15,35.78,0.315,0.4494
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1994,0.2,36.563,0.42000000000000004,0.41874
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1907,0.25,34.738,0.525,0.40047000000000005
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1851,0.3,30.893,0.63,0.38871
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1831,0.35,27.687,0.735,0.38451
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1848,0.4,25.23,0.8400000000000001,0.38808
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1887,0.45,23.071,0.9450000000000001,0.39627
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1921,0.5,21.292,1.05,0.40341
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1926,0.55,19.791,1.1550000000000002,0.40446
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1904,0.6,18.511,1.26,0.39984000000000003
apcsp 4.2x2.0,apcsp,4.2,2.0,0.185,0.65,17.392,1.3650000000000002,0.3885
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1767,0.7,16.467,1.47,0.37107
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1654,0.75,15.593,1.5750000000000002,0.34734
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1515,0.8,14.841,1.6800000000000002,0.31815
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1345,0.85,14.136,1.785,0.28245000000000003
apcsp 4.2x2.0,apcsp,4.2,2.0,0.1141,0.9,13.437,1.8900000000000001,0.23961
apcsp 4.2x2.0,apcsp,4.2,2.0,0.0817,0.95,11.919,1.9949999999999999,0.17157
apcsp 4.2x2.0,apcsp,4.2,2.0,0.0032,1.0,7.128,2.1,0.00672
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1685,0.15,36.414,0.6749999999999999,0.7582500000000001
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1637,0.2,39.25,0.9,0.73665
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1619,0.25,40.053,1.125,0.7285499999999999
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1614,0.3,38.239,1.3499999999999999,0.7263
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1617,0.35,35.366,1.575,0.72765
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1634,0.4,32.531,1.8,0.7353
apcsp 9.0x6.0,apcsp,9.0,6.0,0.166,0.45,30.047,2.025,0.747
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1684,0.5,27.912,2.25,0.7578
apcsp 9.0x6.0,apcsp,9.0,6.0,0.17,0.55,25.975,2.475,0.765
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1702,0.6,24.217,2.6999999999999997,0.7658999999999999
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1681,0.65,22.591,2.9250000000000003,0.75645
apcsp 9.0x6.0,apcsp,9.0,6.0,0.163,0.7,21.273,3.15,0.7335
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1544,0.75,20.146,3.375,0.6948000000000001
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1416,0.8,19.223,3.6,0.6372
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1237,0.85,18.367,3.8249999999999997,0.55665
apcsp 9.0x6.0,apcsp,9.0,6.0,0.1004,0.9,17.943,4.05,0.45180000000000003
apcsp 9.0x6.0,apcsp,9.0,6.0,0.0699,0.95,18.192,4.2749999999999995,0.31455
apcsp 9.0x6.0,apcsp,9.0,6.0,0.0086,1.0,14.53,4.5,0.0387
da4002 5.0x1.58,da4002,5.0,1.58,0.127,0.15,43.027,0.375,0.3175
da4002 5.0x1.58,da4002,5.0,1.58,0.1118,0.2,38.667,0.5,0.27949999999999997
da4002 5.0x1.58,da4002,5.0,1.58,0.1384,0.25,31.785,0.625,0.346
da4002 5.0x1.58,da4002,5.0,1.58,0.1598,0.3,27.7,0.75,0.39949999999999997
da4002 5.0x1.58,da4002,5.0,1.58,0.1706,0.35,24.24,0.875,0.4265
da4002 5.0x1.58,da4002,5.0,1.58,0.1768,0.4,21.321,1.0,0.44200000000000006
da4002 5.0x1.58,da4002,5.0,1.58,0.1786,0.45,18.927,1.125,0.4465
da4002 5.0x1.58,da4002,5.0,1.58,0.1788,0.5,17.068,1.25,0.44699999999999995
da4002 5.0x1.58,da4002,5.0,1.58,0.1779,0.55,15.54,1.375,0.44475
da4002 5.0x1.58,da4002,5.0,1.58,0.1789,0.6,13.922,1.5,0.44725000000000004
da4002 5.0x1.58,da4002,5.0,1.58,0.1807,0.65,12.574,1.625,0.45175
da4002 5.0x1.58,da4002,5.0,1.58,0.1805,0.7,11.751,1.75,0.45125
da4002 5.0x1.58,da4002,5.0,1.58,0.1807,0.75,11.026,1.875,0.45175
da4002 5.0x1.58,da4002,5.0,1.58,0.1815,0.8,10.262,2.0,0.45375
da4002 5.0x1.58,da4002,5.0,1.58,0.1798,0.85,9.633,2.125,0.44949999999999996
da4002 5.0x1.58,da4002,5.0,1.58,0.1793,0.9,9.162,2.25,0.44825
da4002 5.0x1.58,da4002,5.0,1.58,0.1621,0.95,8.329,2.375,0.40525
da4002 5.0x1.58,da4002,5.0,1.58,0.0157,1.0,6.787,2.5,0.03924999999999999
da4002 5.0x2.65,da4002,5.0,2.65,0.126,0.15,43.384,0.375,0.315
da4002 5.0x2.65,da4002,5.0,2.65,0.113,0.2,39.903,0.5,0.28250000000000003
da4002 5.0x2.65,da4002,5.0,2.65,0.1393,0.25,34.213,0.625,0.34825
da4002 5.0x2.65,da4002,5.0,2.65,0.1599,0.3,30.48,0.75,0.39974999999999994
da4002 5.0x2.65,da4002,5.0,2.65,0.1711,0.35,27.208,0.875,0.42775
da4002 5.0x2.65,da4002,5.0,2.65,0.1768,0.4,24.272,1.0,0.44200000000000006
da4002 5.0x2.65,da4002,5.0,2.65,0.1788,0.45,21.894,1.125,0.44699999999999995
da4002 5.0x2.65,da4002,5.0,2.65,0.1789,0.5,20.214,1.25,0.44725000000000004
da4002 5.0x2.65,da4002,5.0,2.65,0.1782,0.55,18.559,1.375,0.4455
da4002 5.0x2.65,da4002,5.0,2.65,0.1794,0.6,16.777,1.5,0.4485
da4002 5.0x2.65,da4002,5.0,2.65,0.1809,0.65,15.29,1.625,0.45225000000000004
da4002 5.0x2.65,da4002,5.0,2.65,0.1804,0.7,14.275,1.75,0.451
da4002 5.0x2.65,da4002,5.0,2.65,0.1811,0.75,13.378,1.875,0.45275000000000004
da4002 5.0x2.65,da4002,5.0,2.65,0.182,0.8,12.798,2.0,0.45499999999999996
da4002 5.0x2.65,da4002,5.0,2.65,0.1801,0.85,12.164,2.125,0.45025000000000004
da4002 5.0x2.65,da4002,5.0,2.65,0.1798,0.9,11.546,2.25,0.44949999999999996
da4002 5.0x2.65,da4002,5.0,2.65,0.1779,0.95,10.353,2.375,0.44475
da4002 5.0x2.65,da4002,5.0,2.65,0.023,1.0,9.63,2.5,0.057499999999999996
da4002 5.0x3.75,da4002,5.0,3.75,0.1253,0.15,41.466,0.375,0.31325
da4002 5.0x3.75,da4002,5.0,3.75,0.1121,0.2,44.054,0.5,0.28025
da4002 5.0x3.75,da4002,5.0,3.75,0.1384,0.25,40.139,0.625,0.346
da4002 5.0x3.75,da4002,5.0,3.75,0.1594,0.3,36.43,0.75,0.39849999999999997
da4002 5.0x3.75,da4002,5.0,3.75,0.1705,0.35,33.121,0.875,0.42625
da4002 5.0x3.75,da4002,5.0,3.75,0.176,0.4,30.108,1.0,0.43999999999999995
da4002 5.0x3.75,da4002,5.0,3.75,0.178,0.45,27.726,1.125,0.44499999999999995
da4002 5.0x3.75,da4002,5.0,3.75,0.1783,0.5,25.858,1.25,0.44575
da4002 5.0x3.75,da4002,5.0,3.75,0.1778,0.55,24.093,1.375,0.4445
da4002 5.0x3.75,da4002,5.0,3.75,0.1788,0.6,22.396,1.5,0.44699999999999995
da4002 5.0x3.75,da4002,5.0,3.75,0.1801,0.65,20.921,1.625,0.45025000000000004
da4002 5.0x3.75,da4002,5.0,3.75,0.1797,0.7,19.817,1.75,0.44925
da4002 5.0x3.75,da4002,5.0,3.75,0.1804,0.75,18.933,1.875,0.451
da4002 5.0x3.75,da4002,5.0,3.75,0.181,0.8,18.173,2.0,0.4525
da4002 5.0x3.75,da4002,5.0,3.75,0.1796,0.85,17.534,2.125,0.449
da4002 5.0x3.75,da4002,5.0,3.75,0.1793,0.9,16.84,2.25,0.44825
da4002 5.0x3.75,da4002,5.0,3.75,0.1555,0.95,14.427,2.375,0.38875
da4002 5.0x3.75,da4002,5.0,3.75,0.0226,1.0,15.523,2.5,0.056499999999999995
da4002 5.0x4.92,da4002,5.0,4.92,0.1265,0.15,45.675,0.375,0.31625000000000003
da4002 5.0x4.92,da4002,5.0,4.92,0.1141,0.2,46.623,0.5,0.28525
da4002 5.0x4.92,da4002,5.0,4.92,0.1404,0.25,44.547,0.625,0.351
da4002 5.0x4.92,da4002,5.0,4.92,0.1613,0.3,41.454,0.75,0.40325
da4002 5.0x4.92,da4002,5.0,4.92,0.1714,0.35,38.726,0.875,0.4285
da4002 5.0x4.92,da4002,5.0,4.92,0.1771,0.4,35.816,1.0,0.44275000000000003
da4002 5.0x4.92,da4002,5.0,4.92,0.1791,0.45,33.287,1.125,0.44775000000000004
da4002 5.0x4.92,da4002,5.0,4.92,0.1788,0.5,31.347,1.25,0.44699999999999995
da4002 5.0x4.92,da4002,5.0,4.92,0.1782,0.55,29.616,1.375,0.4455
da4002 5.0x4.92,da4002,5.0,4.92,0.1797,0.6,27.827,1.5,0.44925
da4002 5.0x4.92,da4002,5.0,4.92,0.1808,0.65,26.433,1.625,0.45199999999999996
da4002 5.0x4.92,da4002,5.0,4.92,0.1804,0.7,25.469,1.75,0.451
da4002 5.0x4.92,da4002,5.0,4.92,0.181,0.75,24.492,1.875,0.4525
da4002 5.0x4.92,da4002,5.0,4.92,0.1822,0.8,23.732,2.0,0.4555
da4002 5.0x4.92,da4002,5.0,4.92,0.1795,0.85,22.991,2.125,0.44875
da4002 5.0x4.92,da4002,5.0,4.92,0.18,0.9,22.364,2.25,0.44999999999999996
da4002 5.0x4.92,da4002,5.0,4.92,0.1754,0.95,21.003,2.375,0.4385
da4002 5.0x4.92,da4002,5.0,4.92,0.0358,1.0,17.575,2.5,0.0895
da4002 9.0x2.85,da4002,9.0,2.85,0.1248,0.15,43.32,0.6749999999999999,0.5616
da4002 9.0x2.85,da4002,9.0,2.85,0.1147,0.2,38.634,0.9,0.51615
da4002 9.0x2.85,da4002,9.0,2.85,0.1462,0.25,31.915,1.125,0.6578999999999999
da4002 9.0x2.85,da4002,9.0,2.85,0.1705,0.3,28.052,1.3499999999999999,0.7672500000000001
da4002 9.0x2.85,da4002,9.0,2.85,0.1789,0.35,24.658,1.575,0.80505
da4002 9.0x2.85,da4002,9.0,2.85,0.1798,0.4,21.238,1.8,0.8090999999999999
da4002 9.0x2.85,da4002,9.0,2.85,0.1801,0.45,18.602,2.025,0.81045
da4002 9.0x2.85,da4002,9.0,2.85,0.1817,0.5,16.694,2.25,0.81765
da4002 9.0x2.85,da4002,9.0,2.85,0.1821,0.55,14.984,2.475,0.81945
da4002 9.0x2.85,da4002,9.0,2.85,0.1814,0.6,13.469,2.6999999999999997,0.8163
da4002 9.0x2.85,da4002,9.0,2.85,0.1815,0.65,12.289,2.9250000000000003,0.81675
da4002 9.0x2.85,da4002,9.0,2.85,0.1814,0.7,11.332,3.15,0.8163
da4002 9.0x2.85,da4002,9.0,2.85,0.1807,0.75,10.539,3.375,0.81315
da4002 9.0x2.85,da4002,9.0,2.85,0.1805,0.8,9.863,3.6,0.8122499999999999
da4002 9.0x2.85,da4002,9.0,2.85,0.181,0.85,9.245,3.8249999999999997,0.8145
da4002 9.0x2.85,da4002,9.0,2.85,0.1814,0.9,8.712,4.05,0.8163
da4002 9.0x2.85,da4002,9.0,2.85,0.1611,0.95,7.302,4.2749999999999995,0.72495
da4002 9.0x2.85,da4002,9.0,2.85,0.0514,1.0,1.192,4.5,0.2313
da4002 9.0x4.76,da4002,9.0,4.76,0.1253,0.15,44.221,0.6749999999999999,0.56385
da4002 9.0x4.76,da4002,9.0,4.76,0.1158,0.2,41.639,0.9,0.5211
da4002 9.0x4.76,da4002,9.0,4.76,0.1478,0.25,36.819,1.125,0.6650999999999999
da4002 9.0x4.76,da4002,9.0,4.76,0.1731,0.3,33.254,1.3499999999999999,0.77895
da4002 9.0x4.76,da4002,9.0,4.76,0.1803,0.35,30.176,1.575,0.8113499999999999
da4002 9.0x4.76,da4002,9.0,4.76,0.1801,0.4,26.971,1.8,0.81045
da4002 9.0x4.76,da4002,9.0,4.76,0.1799,0.45,24.301,2.025,0.80955
da4002 9.0x4.76,da4002,9.0,4.76,0.1808,0.5,22.39,2.25,0.8136
da4002 9.0x4.76,da4002,9.0,4.76,0.1815,0.55,20.638,2.475,0.81675
da4002 9.0x4.76,da4002,9.0,4.76,0.1812,0.6,19.079,2.6999999999999997,0.8154
da4002 9.0x4.76,da4002,9.0,4.76,0.1812,0.65,17.795,2.9250000000000003,0.8154
da4002 9.0x4.76,da4002,9.0,4.76,0.1811,0.7,16.653,3.15,0.8149500000000001
da4002 9.0x4.76,da4002,9.0,4.76,0.1808,0.75,15.719,3.375,0.8136
da4002 9.0x4.76,da4002,9.0,4.76,0.1813,0.8,14.945,3.6,0.81585
da4002 9.0x4.76,da4002,9.0,4.76,0.1815,0.85,14.224,3.8249999999999997,0.81675
da4002 9.0x4.76,da4002,9.0,4.76,0.1812,0.9,13.675,4.05,0.8154
da4002 9.0x4.76,da4002,9.0,4.76,0.1493,0.95,11.87,4.2749999999999995,0.67185
da4002 9.0x4.76,da4002,9.0,4.76,0.0045,1.0,8.13,4.5,0.020249999999999997
da4002 9.0x6.75,da4002,9.0,6.75,0.1198,0.15,42.481,0.6749999999999999,0.5391
da4002 9.0x6.75,da4002,9.0,6.75,0.1128,0.2,44.647,0.9,0.5075999999999999
da4002 9.0x6.75,da4002,9.0,6.75,0.1436,0.25,41.154,1.125,0.6462
da4002 9.0x6.75,da4002,9.0,6.75,0.1689,0.3,37.475,1.3499999999999999,0.76005
da4002 9.0x6.75,da4002,9.0,6.75,0.1775,0.35,34.027,1.575,0.79875
da4002 9.0x6.75,da4002,9.0,6.75,0.1782,0.4,30.549,1.8,0.8019
da4002 9.0x6.75,da4002,9.0,6.75,0.1773,0.45,27.875,2.025,0.7978500000000001
da4002 9.0x6.75,da4002,9.0,6.75,0.1782,0.5,25.831,2.25,0.8019
da4002 9.0x6.75,da4002,9.0,6.75,0.179,0.55,23.996,2.475,0.8055
da4002 9.0x6.75,da4002,9.0,6.75,0.1787,0.6,22.396,2.6999999999999997,0.80415
da4002 9.0x6.75,da4002,9.0,6.75,0.1787,0.65,21.009,2.9250000000000003,0.80415
da4002 9.0x6.75,da4002,9.0,6.75,0.1786,0.7,19.814,3.15,0.8037000000000001
da4002 9.0x6.75,da4002,9.0,6.75,0.1785,0.75,18.786,3.375,0.80325
da4002 9.0x6.75,da4002,9.0,6.75,0.179,0.8,17.957,3.6,0.8055
da4002 9.0x6.75,da4002,9.0,6.75,0.1792,0.85,17.245,3.8249999999999997,0.8064
da4002 9.0x6.75,da4002,9.0,6.75,0.1792,0.9,16.657,4.05,0.8064
da4002 9.0x6.75,da4002,9.0,6.75,0.1692,0.95,13.973,4.2749999999999995,0.7614
da4002 9.0x6.75,da4002,9.0,6.75,0.0154,1.0,2.117,4.5,0.0693
da4002 9.0x8.95,da4002,9.0,8.95,0.1237,0.15,46.133,0.6749999999999999,0.55665
da4002 9.0x8.95,da4002,9.0,8.95,0.1156,0.2,47.135,0.9,0.5202
da4002 9.0x8.95,da4002,9.0,8.95,0.1465,0.25,45.275,1.125,0.65925
da4002 9.0x8.95,da4002,9.0,8.95,0.1702,0.3,42.641,1.3499999999999999,0.7658999999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.1791,0.35,39.111,1.575,0.80595
da4002 9.0x8.95,da4002,9.0,8.95,0.1791,0.4,35.616,1.8,0.80595
da4002 9.0x8.95,da4002,9.0,8.95,0.1786,0.45,32.962,2.025,0.8037000000000001
da4002 9.0x8.95,da4002,9.0,8.95,0.1797,0.5,30.955,2.25,0.80865
da4002 9.0x8.95,da4002,9.0,8.95,0.1803,0.55,29.208,2.475,0.8113499999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.18,0.6,27.606,2.6999999999999997,0.8099999999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.1801,0.65,26.251,2.9250000000000003,0.81045
da4002 9.0x8.95,da4002,9.0,8.95,0.1795,0.7,25.061,3.15,0.80775
da4002 9.0x8.95,da4002,9.0,8.95,0.1795,0.75,24.011,3.375,0.80775
da4002 9.0x8.95,da4002,9.0,8.95,0.1803,0.8,23.191,3.6,0.8113499999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.1803,0.85,22.464,3.8249999999999997,0.8113499999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.1805,0.9,21.779,4.05,0.8122499999999999
da4002 9.0x8.95,da4002,9.0,8.95,0.1584,0.95,18.976,4.2749999999999995,0.7128000000000001
da4002 9.0x8.95,da4002,9.0,8.95,0.022,1.0,5.306,4.5,0.09899999999999999
da4022 5.0x3.75,da4022,5.0,3.75,0.1269,0.15,41.63,0.375,0.31725000000000003
da4022 5.0x3.75,da4022,5.0,3.75,0.1291,0.2,44.363,0.5,0.32275
da4022 5.0x3.75,da4022,5.0,3.75,0.1807,0.25,40.568,0.625,0.45175
da4022 5.0x3.75,da4022,5.0,3.75,0.2226,0.3,36.964,0.75,0.5565
da4022 5.0x3.75,da4022,5.0,3.75,0.2341,0.35,33.869,0.875,0.58525
da4022 5.0x3.75,da4022,5.0,3.75,0.2315,0.4,30.788,1.0,0.57875
da4022 5.0x3.75,da4022,5.0,3.75,0.2299,0.45,28.316,1.125,0.57475
da4022 5.0x3.75,da4022,5.0,3.75,0.2306,0.5,26.401,1.25,0.5765
da4022 5.0x3.75,da4022,5.0,3.75,0.2313,0.55,24.686,1.375,0.57825
da4022 5.0x3.75,da4022,5.0,3.75,0.2312,0.6,23.127,1.5,0.578
da4022 5.0x3.75,da4022,5.0,3.75,0.2314,0.65,21.825,1.625,0.5785
da4022 5.0x3.75,da4022,5.0,3.75,0.2316,0.7,20.734,1.75,0.579
da4022 5.0x3.75,da4022,5.0,3.75,0.2317,0.75,19.766,1.875,0.5792499999999999
da4022 5.0x3.75,da4022,5.0,3.75,0.2319,0.8,18.922,2.0,0.57975
da4022 5.0x3.75,da4022,5.0,3.75,0.2319,0.85,18.172,2.125,0.57975
da4022 5.0x3.75,da4022,5.0,3.75,0.2318,0.9,17.52,2.25,0.5795
da4022 5.0x3.75,da4022,5.0,3.75,0.2228,0.95,15.544,2.375,0.5569999999999999
da4022 5.0x3.75,da4022,5.0,3.75,0.0134,1.0,14.05,2.5,0.0335
da4022 9.0x6.75,da4022,9.0,6.75,0.1193,0.15,42.796,0.6749999999999999,0.53685
da4022 9.0x6.75,da4022,9.0,6.75,0.1286,0.2,44.686,0.9,0.5787
da4022 9.0x6.75,da4022,9.0,6.75,0.1828,0.25,40.682,1.125,0.8226
da4022 9.0x6.75,da4022,9.0,6.75,0.2233,0.3,37.035,1.3499999999999999,1.00485
da4022 9.0x6.75,da4022,9.0,6.75,0.2332,0.35,33.643,1.575,1.0493999999999999
da4022 9.0x6.75,da4022,9.0,6.75,0.2301,0.4,30.338,1.8,1.03545
da4022 9.0x6.75,da4022,9.0,6.75,0.2288,0.45,27.662,2.025,1.0296
da4022 9.0x6.75,da4022,9.0,6.75,0.2302,0.5,25.566,2.25,1.0359
da4022 9.0x6.75,da4022,9.0,6.75,0.231,0.55,23.829,2.475,1.0395
da4022 9.0x6.75,da4022,9.0,6.75,0.2304,0.6,22.353,2.6999999999999997,1.0368
da4022 9.0x6.75,da4022,9.0,6.75,0.2299,0.65,21.112,2.9250000000000003,1.0345499999999999
da4022 9.0x6.75,da4022,9.0,6.75,0.23,0.7,20.013,3.15,1.0350000000000001
da4022 9.0x6.75,da4022,9.0,6.75,0.2301,0.75,18.971,3.375,1.03545
da4022 9.0x6.75,da4022,9.0,6.75,0.2303,0.8,18.002,3.6,1.03635
da4022 9.0x6.75,da4022,9.0,6.75,0.2307,0.85,17.117,3.8249999999999997,1.03815
da4022 9.0x6.75,da4022,9.0,6.75,0.2308,0.9,16.205,4.05,1.0386
da4022 9.0x6.75,da4022,9.0,6.75,0.2179,0.95,12.84,4.2749999999999995,0.98055
da4022 9.0x6.75,da4022,9.0,6.75,0.0282,1.0,6.329,4.5,0.12689999999999999
da4052 5.0x3.75,da4052,5.0,3.75,0.1246,0.15,42.397,0.375,0.3115
da4052 5.0x3.75,da4052,5.0,3.75,0.1476,0.2,43.441,0.5,0.369
da4052 5.0x3.75,da4052,5.0,3.75,0.2604,0.25,38.976,0.625,0.651
da4052 5.0x3.75,da4052,5.0,3.75,0.3446,0.3,36.442,0.75,0.8615
da4052 5.0x3.75,da4052,5.0,3.75,0.3645,0.35,33.59,0.875,0.91125
da4052 5.0x3.75,da4052,5.0,3.75,0.3572,0.4,30.501,1.0,0.893
da4052 5.0x3.75,da4052,5.0,3.75,0.3422,0.45,27.979,1.125,0.8555
da4052 5.0x3.75,da4052,5.0,3.75,0.3208,0.5,26.144,1.25,0.8019999999999999
da4052 5.0x3.75,da4052,5.0,3.75,0.292,0.55,24.601,1.375,0.73
da4052 5.0x3.75,da4052,5.0,3.75,0.2604,0.6,23.183,1.5,0.651
da4052 5.0x3.75,da4052,5.0,3.75,0.2318,0.65,21.909,1.625,0.5795
da4052 5.0x3.75,da4052,5.0,3.75,0.2068,0.7,20.912,1.75,0.517
da4052 5.0x3.75,da4052,5.0,3.75,0.1833,0.75,20.115,1.875,0.45825
da4052 5.0x3.75,da4052,5.0,3.75,0.1586,0.8,19.45,2.0,0.39649999999999996
da4052 5.0x3.75,da4052,5.0,3.75,0.132,0.85,18.957,2.125,0.33
da4052 5.0x3.75,da4052,5.0,3.75,0.1038,0.9,18.64,2.25,0.2595
da4052 5.0x3.75,da4052,5.0,3.75,0.0735,0.95,18.466,2.375,0.18375
da4052 5.0x3.75,da4052,5.0,3.75,0.0162,1.0,15.278,2.5,0.040499999999999994
da4052 9.0x6.75,da4052,9.0,6.75,0.1201,0.15,43.597,0.6749999999999999,0.54045
da4052 9.0x6.75,da4052,9.0,6.75,0.1458,0.2,44.647,0.9,0.6561
da4052 9.0x6.75,da4052,9.0,6.75,0.2626,0.25,40.856,1.125,1.1817
da4052 9.0x6.75,da4052,9.0,6.75,0.3494,0.3,38.623,1.3499999999999999,1.5723
da4052 9.0x6.75,da4052,9.0,6.75,0.3712,0.35,35.889,1.575,1.6703999999999999
da4052 9.0x6.75,da4052,9.0,6.75,0.3644,0.4,32.831,1.8,1.6398
da4052 9.0x6.75,da4052,9.0,6.75,0.3487,0.45,30.158,2.025,1.56915
da4052 9.0x6.75,da4052,9.0,6.75,0.3267,0.5,28.126,2.25,1.4701499999999998
da4052 9.0x6.75,da4052,9.0,6.75,0.2974,0.55,26.423,2.475,1.3383
da4052 9.0x6.75,da4052,9.0,6.75,0.2645,0.6,24.606,2.6999999999999997,1.19025
da4052 9.0x6.75,da4052,9.0,6.75,0.2345,0.65,22.675,2.9250000000000003,1.05525
da4052 9.0x6.75,da4052,9.0,6.75,0.209,0.7,21.162,3.15,0.9405
da4052 9.0x6.75,da4052,9.0,6.75,0.185,0.75,20.031,3.375,0.8325
da4052 9.0x6.75,da4052,9.0,6.75,0.1597,0.8,19.09,3.6,0.71865
da4052 9.0x6.75,da4052,9.0,6.75,0.1326,0.85,18.222,3.8249999999999997,0.5967
da4052 9.0x6.75,da4052,9.0,6.75,0.104,0.9,17.376,4.05,0.46799999999999997
da4052 9.0x6.75,da4052,9.0,6.75,0.074,0.95,16.81,4.2749999999999995,0.33299999999999996
da4052 9.0x6.75,da4052,9.0,6.75,0.015,1.0,12.073,4.5,0.0675
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1085,0.15,45.183,0.3838582677,0.27765748030299997
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1265,0.2,40.121,0.5118110236,0.323720472427
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1447,0.25,34.815,0.6397637795,0.37029527557459996
ef 130.0x70.0,ef,5.118110236,2.755905512,0.162,0.3,30.077,0.7677165354,0.414566929116
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1768,0.35,26.358,0.8956692912999998,0.4524409448624
ef 130.0x70.0,ef,5.118110236,2.755905512,0.187,0.4,23.644,1.0236220472,0.47854330706599996
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1922,0.45,21.829,1.1515748031,0.4918503936796
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1924,0.5,20.462,1.279527559,0.4923622047031999
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1879,0.55,19.262,1.4074803149000001,0.4808464566722
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1805,0.6,18.146,1.5354330708,0.461909448799
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1712,0.65,17.059,1.6633858267,0.43811023620159995
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1607,0.7,16.002,1.7913385825999997,0.4112401574626
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1494,0.75,15.041,1.9192913384999999,0.38232283462919997
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1369,0.8,13.964,2.0472440944,0.35033464565419997
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1235,0.85,12.629,2.1751968503,0.316043307073
ef 130.0x70.0,ef,5.118110236,2.755905512,0.1098,0.9,11.234,2.3031496062,0.2809842519564
ef 130.0x70.0,ef,5.118110236,2.755905512,0.0908,0.95,8.893,2.4311023621,0.2323622047144
ef 130.0x70.0,ef,5.118110236,2.755905512,0.0389,1.0,1.758,2.559055118,0.0995472440902
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3088,0.15,15.523,0.1875,0.386
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3279,0.2,16.157,0.25,0.40987500000000004
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3301,0.25,16.544,0.3125,0.412625
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3292,0.3,16.32,0.375,0.4115
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3264,0.35,15.642,0.4375,0.40800000000000003
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3239,0.4,14.684,0.5,0.40487500000000004
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3236,0.45,13.44,0.5625,0.40449999999999997
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3233,0.5,12.179,0.625,0.40412499999999996
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3221,0.55,11.059,0.6875,0.402625
gwsdd 2.5x0.8,gwsdd,2.5,0.8,0.3207,0.6,10.093,0.75,0.400875
