Blades_name,Propellers_brand,Propellers_diameter,Propellers_pitch,Adimensional_chord_c/R,Adimensional_radius_r/R,Beta_angle_relative_to_motion,Radius,Chord
mae 9.0x6.0,mae,9.0,6.0,0.164,0.7,18.79,3.15,0.738
mae 9.0x6.0,mae,9.0,6.0,0.152,0.75,17.79,3.375,0.6839999999999999
mae 9.0x6.0,mae,9.0,6.0,0.14,0.8,17.16,3.6,0.6300000000000001
mae 9.0x6.0,mae,9.0,6.0,0.128,0.85,16.47,3.8249999999999997,0.5760000000000001
mae 9.0x6.0,mae,9.0,6.0,0.116,0.9,16.04,4.05,0.522
mae 9.0x6.0,mae,9.0,6.0,0.096,0.95,16.44,4.2749999999999995,0.432
mae 9.0x6.0,mae,9.0,6.0,0.075,1.0,16.87,4.5,0.33749999999999997
magf 10.0x6.0,magf,10.0,6.0,0.144,0.15,34.81,0.75,0.72
magf 10.0x6.0,magf,10.0,6.0,0.149,0.2,37.19,1.0,0.745
magf 10.0x6.0,magf,10.0,6.0,0.159,0.25,36.17,1.25,0.795
magf 10.0x6.0,magf,10.0,6.0,0.166,0.3,33.67,1.5,0.8300000000000001
magf 10.0x6.0,magf,10.0,6.0,0.169,0.35,30.44,1.75,0.8450000000000001
magf 10.0x6.0,magf,10.0,6.0,0.17,0.4,26.94,2.0,0.8500000000000001
magf 10.0x6.0,magf,10.0,6.0,0.171,0.45,23.85,2.25,0.8550000000000001
magf 10.0x6.0,magf,10.0,6.0,0.171,0.5,21.32,2.5,0.8550000000000001
magf 10.0x6.0,magf,10.0,6.0,0.169,0.55,19.16,2.75,0.8450000000000001
magf 10.0x6.0,magf,10.0,6.0,0.168,0.6,17.23,3.0,0.8400000000000001
magf 10.0x6.0,magf,10.0,6.0,0.165,0.65,15.52,3.25,0.8250000000000001
magf 10.0x6.0,magf,10.0,6.0,0.16,0.7,14.07,3.5,0.8
magf 10.0x6.0,magf,10.0,6.0,0.154,0.75,12.84,3.75,0.77
magf 10.0x6.0,magf,10.0,6.0,0.146,0.8,11.53,4.0,0.73
magf 10.0x6.0,magf,10.0,6.0,0.138,0.85,10.48,4.25,0.6900000000000001
magf 10.0x6.0,magf,10.0,6.0,0.128,0.9,9.38,4.5,0.64
magf 10.0x6.0,magf,10.0,6.0,0.111,0.95,8.49,4.75,0.555
magf 10.0x6.0,magf,10.0,6.0,0.093,1.0,7.63,5.0,0.46499999999999997
magf 10.0x8.0,magf,10.0,8.0,0.143,0.15,35.08,0.75,0.715
magf 10.0x8.0,magf,10.0,8.0,0.148,0.2,37.41,1.0,0.74
magf 10.0x8.0,magf,10.0,8.0,0.159,0.25,37.08,1.25,0.795
magf 10.0x8.0,magf,10.0,8.0,0.168,0.3,35.79,1.5,0.8400000000000001
magf 10.0x8.0,magf,10.0,8.0,0.173,0.35,33.98,1.75,0.865
magf 10.0x8.0,magf,10.0,8.0,0.177,0.4,32.05,2.0,0.885
magf 10.0x8.0,magf,10.0,8.0,0.178,0.45,29.74,2.25,0.8899999999999999
magf 10.0x8.0,magf,10.0,8.0,0.178,0.5,27.08,2.5,0.8899999999999999
magf 10.0x8.0,magf,10.0,8.0,0.176,0.55,24.4,2.75,0.8799999999999999
magf 10.0x8.0,magf,10.0,8.0,0.173,0.6,22.05,3.0,0.865
magf 10.0x8.0,magf,10.0,8.0,0.17,0.65,20.07,3.25,0.8500000000000001
magf 10.0x8.0,magf,10.0,8.0,0.164,0.7,18.27,3.5,0.8200000000000001
magf 10.0x8.0,magf,10.0,8.0,0.156,0.75,16.69,3.75,0.78
magf 10.0x8.0,magf,10.0,8.0,0.148,0.8,15.25,4.0,0.74
magf 10.0x8.0,magf,10.0,8.0,0.139,0.85,13.91,4.25,0.6950000000000001
magf 10.0x8.0,magf,10.0,8.0,0.129,0.9,12.38,4.5,0.645
magf 10.0x8.0,magf,10.0,8.0,0.111,0.95,11.07,4.75,0.555
magf 10.0x8.0,magf,10.0,8.0,0.093,1.0,9.79,5.0,0.46499999999999997
mas 10.0x5.0,mas,10.0,5.0,0.167,0.15,34.68,0.75,0.8350000000000001
mas 10.0x5.0,mas,10.0,5.0,0.165,0.2,33.15,1.0,0.8250000000000001
mas 10.0x5.0,mas,10.0,5.0,0.164,0.25,30.95,1.25,0.8200000000000001
mas 10.0x5.0,mas,10.0,5.0,0.163,0.3,29.05,1.5,0.8150000000000001
mas 10.0x5.0,mas,10.0,5.0,0.163,0.35,27.3,1.75,0.8150000000000001
mas 10.0x5.0,mas,10.0,5.0,0.162,0.4,25.55,2.0,0.81
mas 10.0x5.0,mas,10.0,5.0,0.161,0.45,24.01,2.25,0.805
mas 10.0x5.0,mas,10.0,5.0,0.159,0.5,22.54,2.5,0.795
mas 10.0x5.0,mas,10.0,5.0,0.156,0.55,21.17,2.75,0.78
mas 10.0x5.0,mas,10.0,5.0,0.154,0.6,19.71,3.0,0.77
mas 10.0x5.0,mas,10.0,5.0,0.149,0.65,18.43,3.25,0.745
mas 10.0x5.0,mas,10.0,5.0,0.143,0.7,17.06,3.5,0.715
mas 10.0x5.0,mas,10.0,5.0,0.135,0.75,15.56,3.75,0.675
mas 10.0x5.0,mas,10.0,5.0,0.125,0.8,13.92,4.0,0.625
mas 10.0x5.0,mas,10.0,5.0,0.114,0.85,12.2,4.25,0.5700000000000001
mas 10.0x5.0,mas,10.0,5.0,0.102,0.9,10.56,4.5,0.51
mas 10.0x5.0,mas,10.0,5.0,0.086,0.95,8.13,4.75,0.42999999999999994
mas 10.0x5.0,mas,10.0,5.0,0.07,1.0,5.65,5.0,0.35000000000000003
mas 10.0x7.0,mas,10.0,7.0,0.164,0.15,33.99,0.75,0.8200000000000001
mas 10.0x7.0,mas,10.0,7.0,0.164,0.2,32.6,1.0,0.8200000000000001
mas 10.0x7.0,mas,10.0,7.0,0.165,0.25,30.85,1.25,0.8250000000000001
mas 10.0x7.0,mas,10.0,7.0,0.165,0.3,29.33,1.5,0.8250000000000001
mas 10.0x7.0,mas,10.0,7.0,0.164,0.35,27.83,1.75,0.8200000000000001
mas 10.0x7.0,mas,10.0,7.0,0.164,0.4,26.53,2.0,0.8200000000000001
mas 10.0x7.0,mas,10.0,7.0,0.164,0.45,25.28,2.25,0.8200000000000001
mas 10.0x7.0,mas,10.0,7.0,0.162,0.5,23.94,2.5,0.81
mas 10.0x7.0,mas,10.0,7.0,0.159,0.55,22.58,2.75,0.795
mas 10.0x7.0,mas,10.0,7.0,0.154,0.6,21.06,3.0,0.77
mas 10.0x7.0,mas,10.0,7.0,0.148,0.65,19.68,3.25,0.74
mas 10.0x7.0,mas,10.0,7.0,0.141,0.7,18.44,3.5,0.705
mas 10.0x7.0,mas,10.0,7.0,0.133,0.75,17.4,3.75,0.665
mas 10.0x7.0,mas,10.0,7.0,0.124,0.8,16.19,4.0,0.62
mas 10.0x7.0,mas,10.0,7.0,0.114,0.85,14.9,4.25,0.5700000000000001
mas 10.0x7.0,mas,10.0,7.0,0.101,0.9,13.35,4.5,0.505
mas 10.0x7.0,mas,10.0,7.0,0.079,0.95,9.95,4.75,0.395
mas 10.0x7.0,mas,10.0,7.0,0.057,1.0,6.36,5.0,0.28500000000000003
mas 11.0x6.0,mas,11.0,6.0,0.155,0.15,31.62,0.825,0.8525
mas 11.0x6.0,mas,11.0,6.0,0.153,0.2,30.79,1.1,0.8415
mas 11.0x6.0,mas,11.0,6.0,0.152,0.25,29.07,1.375,0.836
mas 11.0x6.0,mas,11.0,6.0,0.151,0.3,27.19,1.65,0.8305
mas 11.0x6.0,mas,11.0,6.0,0.151,0.35,25.39,1.9249999999999998,0.8305
mas 11.0x6.0,mas,11.0,6.0,0.15,0.4,23.63,2.2,0.825
mas 11.0x6.0,mas,11.0,6.0,0.15,0.45,21.99,2.475,0.825
mas 11.0x6.0,mas,11.0,6.0,0.149,0.5,20.43,2.75,0.8195
mas 11.0x6.0,mas,11.0,6.0,0.146,0.55,18.9,3.0250000000000004,0.8029999999999999
mas 11.0x6.0,mas,11.0,6.0,0.143,0.6,17.45,3.3,0.7865
mas 11.0x6.0,mas,11.0,6.0,0.138,0.65,16.1,3.575,0.7590000000000001
mas 11.0x6.0,mas,11.0,6.0,0.132,0.7,14.7,3.8499999999999996,0.726
mas 11.0x6.0,mas,11.0,6.0,0.125,0.75,13.43,4.125,0.6875
mas 11.0x6.0,mas,11.0,6.0,0.116,0.8,12.28,4.4,0.638
mas 11.0x6.0,mas,11.0,6.0,0.106,0.85,10.97,4.675,0.583
mas 11.0x6.0,mas,11.0,6.0,0.095,0.9,9.45,4.95,0.5225
mas 11.0x6.0,mas,11.0,6.0,0.075,0.95,7.79,5.225,0.4125
mas 11.0x6.0,mas,11.0,6.0,0.055,1.0,6.11,5.5,0.3025
mas 11.0x7.0,mas,11.0,7.0,0.163,0.15,33.97,0.825,0.8965000000000001
mas 11.0x7.0,mas,11.0,7.0,0.16,0.2,32.37,1.1,0.88
mas 11.0x7.0,mas,11.0,7.0,0.159,0.25,30.04,1.375,0.8745
mas 11.0x7.0,mas,11.0,7.0,0.159,0.3,28.05,1.65,0.8745
mas 11.0x7.0,mas,11.0,7.0,0.16,0.35,26.18,1.9249999999999998,0.88
mas 11.0x7.0,mas,11.0,7.0,0.159,0.4,24.33,2.2,0.8745
mas 11.0x7.0,mas,11.0,7.0,0.158,0.45,22.5,2.475,0.869
mas 11.0x7.0,mas,11.0,7.0,0.157,0.5,20.92,2.75,0.8635
mas 11.0x7.0,mas,11.0,7.0,0.153,0.55,19.54,3.0250000000000004,0.8415
mas 11.0x7.0,mas,11.0,7.0,0.149,0.6,18.22,3.3,0.8195
mas 11.0x7.0,mas,11.0,7.0,0.143,0.65,17.05,3.575,0.7865
mas 11.0x7.0,mas,11.0,7.0,0.138,0.7,16.06,3.8499999999999996,0.7590000000000001
mas 11.0x7.0,mas,11.0,7.0,0.13,0.75,15.07,4.125,0.7150000000000001
mas 11.0x7.0,mas,11.0,7.0,0.121,0.8,13.93,4.4,0.6655
mas 11.0x7.0,mas,11.0,7.0,0.109,0.85,12.81,4.675,0.5995
mas 11.0x7.0,mas,11.0,7.0,0.095,0.9,11.99,4.95,0.5225
mas 11.0x7.0,mas,11.0,7.0,0.075,0.95,10.97,5.225,0.4125
mas 11.0x7.0,mas,11.0,7.0,0.055,1.0,9.92,5.5,0.3025
mas 11.0x8.0,mas,11.0,8.0,0.166,0.15,34.91,0.825,0.913
mas 11.0x8.0,mas,11.0,8.0,0.165,0.2,33.87,1.1,0.9075000000000001
mas 11.0x8.0,mas,11.0,8.0,0.165,0.25,32.22,1.375,0.9075000000000001
mas 11.0x8.0,mas,11.0,8.0,0.165,0.3,30.68,1.65,0.9075000000000001
mas 11.0x8.0,mas,11.0,8.0,0.164,0.35,29.13,1.9249999999999998,0.902
mas 11.0x8.0,mas,11.0,8.0,0.163,0.4,27.99,2.2,0.8965000000000001
mas 11.0x8.0,mas,11.0,8.0,0.163,0.45,26.77,2.475,0.8965000000000001
mas 11.0x8.0,mas,11.0,8.0,0.161,0.5,25.44,2.75,0.8855000000000001
mas 11.0x8.0,mas,11.0,8.0,0.158,0.55,24.01,3.0250000000000004,0.869
mas 11.0x8.0,mas,11.0,8.0,0.153,0.6,22.52,3.3,0.8415
mas 11.0x8.0,mas,11.0,8.0,0.147,0.65,20.96,3.575,0.8085
mas 11.0x8.0,mas,11.0,8.0,0.14,0.7,19.49,3.8499999999999996,0.77
mas 11.0x8.0,mas,11.0,8.0,0.132,0.75,18.3,4.125,0.726
mas 11.0x8.0,mas,11.0,8.0,0.123,0.8,16.95,4.4,0.6765
mas 11.0x8.0,mas,11.0,8.0,0.113,0.85,15.53,4.675,0.6215
mas 11.0x8.0,mas,11.0,8.0,0.101,0.9,13.76,4.95,0.5555
mas 11.0x8.0,mas,11.0,8.0,0.082,0.95,11.03,5.225,0.451
mas 11.0x8.0,mas,11.0,8.0,0.063,1.0,8.25,5.5,0.34650000000000003
mas 9.0x5.0,mas,9.0,5.0,0.165,0.15,32.55,0.6749999999999999,0.7425
mas 9.0x5.0,mas,9.0,5.0,0.162,0.2,31.32,0.9,0.729
mas 9.0x5.0,mas,9.0,5.0,0.161,0.25,29.47,1.125,0.7245
mas 9.0x5.0,mas,9.0,5.0,0.161,0.3,27.7,1.3499999999999999,0.7245
mas 9.0x5.0,mas,9.0,5.0,0.16,0.35,26.0,1.575,0.72
mas 9.0x5.0,mas,9.0,5.0,0.159,0.4,24.49,1.8,0.7155
mas 9.0x5.0,mas,9.0,5.0,0.159,0.45,22.96,2.025,0.7155
mas 9.0x5.0,mas,9.0,5.0,0.157,0.5,21.62,2.25,0.7065
mas 9.0x5.0,mas,9.0,5.0,0.155,0.55,20.39,2.475,0.6975
mas 9.0x5.0,mas,9.0,5.0,0.151,0.6,19.03,2.6999999999999997,0.6795
mas 9.0x5.0,mas,9.0,5.0,0.146,0.65,17.78,2.9250000000000003,0.6569999999999999
mas 9.0x5.0,mas,9.0,5.0,0.14,0.7,16.76,3.15,0.6300000000000001
mas 9.0x5.0,mas,9.0,5.0,0.133,0.75,15.42,3.375,0.5985
mas 9.0x5.0,mas,9.0,5.0,0.125,0.8,14.45,3.6,0.5625
mas 9.0x5.0,mas,9.0,5.0,0.115,0.85,13.25,3.8249999999999997,0.5175000000000001
mas 9.0x5.0,mas,9.0,5.0,0.104,0.9,12.15,4.05,0.46799999999999997
mas 9.0x5.0,mas,9.0,5.0,0.08,0.95,10.62,4.2749999999999995,0.36
mas 9.0x5.0,mas,9.0,5.0,0.056,1.0,9.06,4.5,0.252
mas 9.0x7.0,mas,9.0,7.0,0.174,0.15,32.92,0.6749999999999999,0.7829999999999999
mas 9.0x7.0,mas,9.0,7.0,0.17,0.2,32.4,0.9,0.765
mas 9.0x7.0,mas,9.0,7.0,0.169,0.25,31.44,1.125,0.7605000000000001
mas 9.0x7.0,mas,9.0,7.0,0.169,0.3,30.34,1.3499999999999999,0.7605000000000001
mas 9.0x7.0,mas,9.0,7.0,0.169,0.35,29.05,1.575,0.7605000000000001
mas 9.0x7.0,mas,9.0,7.0,0.169,0.4,27.66,1.8,0.7605000000000001
mas 9.0x7.0,mas,9.0,7.0,0.168,0.45,26.33,2.025,0.756
mas 9.0x7.0,mas,9.0,7.0,0.166,0.5,24.93,2.25,0.747
mas 9.0x7.0,mas,9.0,7.0,0.164,0.55,23.62,2.475,0.738
mas 9.0x7.0,mas,9.0,7.0,0.161,0.6,22.24,2.6999999999999997,0.7245
mas 9.0x7.0,mas,9.0,7.0,0.156,0.65,20.91,2.9250000000000003,0.702
mas 9.0x7.0,mas,9.0,7.0,0.149,0.7,19.6,3.15,0.6705
mas 9.0x7.0,mas,9.0,7.0,0.141,0.75,18.41,3.375,0.6345
mas 9.0x7.0,mas,9.0,7.0,0.131,0.8,17.26,3.6,0.5895
mas 9.0x7.0,mas,9.0,7.0,0.119,0.85,16.11,3.8249999999999997,0.5355
mas 9.0x7.0,mas,9.0,7.0,0.105,0.9,15.08,4.05,0.4725
mas 9.0x7.0,mas,9.0,7.0,0.085,0.95,13.93,4.2749999999999995,0.3825
mas 9.0x7.0,mas,9.0,7.0,0.065,1.0,12.78,4.5,0.2925
ma 11.0x4.0,ma,11.0,4.0,0.157,0.15,27.86,0.825,0.8635
ma 11.0x4.0,ma,11.0,4.0,0.147,0.2,28.54,1.1,0.8085
ma 11.0x4.0,ma,11.0,4.0,0.148,0.25,26.91,1.375,0.814
ma 11.0x4.0,ma,11.0,4.0,0.152,0.3,23.1,1.65,0.836
ma 11.0x4.0,ma,11.0,4.0,0.156,0.35,19.71,1.9249999999999998,0.858
ma 11.0x4.0,ma,11.0,4.0,0.159,0.4,17.38,2.2,0.8745
ma 11.0x4.0,ma,11.0,4.0,0.16,0.45,15.62,2.475,0.88
ma 11.0x4.0,ma,11.0,4.0,0.16,0.5,13.98,2.75,0.88
ma 11.0x4.0,ma,11.0,4.0,0.158,0.55,12.51,3.0250000000000004,0.869
ma 11.0x4.0,ma,11.0,4.0,0.156,0.6,11.26,3.3,0.858
ma 11.0x4.0,ma,11.0,4.0,0.153,0.65,10.23,3.575,0.8415
ma 11.0x4.0,ma,11.0,4.0,0.148,0.7,9.3,3.8499999999999996,0.814
ma 11.0x4.0,ma,11.0,4.0,0.142,0.75,8.57,4.125,0.7809999999999999
ma 11.0x4.0,ma,11.0,4.0,0.135,0.8,7.77,4.4,0.7425
ma 11.0x4.0,ma,11.0,4.0,0.126,0.85,7.06,4.675,0.6930000000000001
ma 11.0x4.0,ma,11.0,4.0,0.117,0.9,6.43,4.95,0.6435000000000001
ma 11.0x4.0,ma,11.0,4.0,0.102,0.95,6.05,5.225,0.5609999999999999
ma 11.0x4.0,ma,11.0,4.0,0.087,1.0,5.68,5.5,0.4785
ma 11.0x6.0,ma,11.0,6.0,0.152,0.15,32.31,0.825,0.836
ma 11.0x6.0,ma,11.0,6.0,0.147,0.2,35.95,1.1,0.8085
ma 11.0x6.0,ma,11.0,6.0,0.149,0.25,34.78,1.375,0.8195
ma 11.0x6.0,ma,11.0,6.0,0.154,0.3,30.11,1.65,0.847
ma 11.0x6.0,ma,11.0,6.0,0.158,0.35,25.94,1.9249999999999998,0.869
ma 11.0x6.0,ma,11.0,6.0,0.16,0.4,23.28,2.2,0.88
ma 11.0x6.0,ma,11.0,6.0,0.16,0.45,21.16,2.475,0.88
ma 11.0x6.0,ma,11.0,6.0,0.16,0.5,19.17,2.75,0.88
ma 11.0x6.0,ma,11.0,6.0,0.159,0.55,17.5,3.0250000000000004,0.8745
ma 11.0x6.0,ma,11.0,6.0,0.156,0.6,16.06,3.3,0.858
ma 11.0x6.0,ma,11.0,6.0,0.153,0.65,14.73,3.575,0.8415
ma 11.0x6.0,ma,11.0,6.0,0.148,0.7,13.49,3.8499999999999996,0.814
ma 11.0x6.0,ma,11.0,6.0,0.142,0.75,12.51,4.125,0.7809999999999999
ma 11.0x6.0,ma,11.0,6.0,0.135,0.8,11.53,4.4,0.7425
ma 11.0x6.0,ma,11.0,6.0,0.127,0.85,10.51,4.675,0.6985
ma 11.0x6.0,ma,11.0,6.0,0.117,0.9,9.47,4.95,0.6435000000000001
ma 11.0x6.0,ma,11.0,6.0,0.104,0.95,8.58,5.225,0.572
ma 11.0x6.0,ma,11.0,6.0,0.091,1.0,7.7,5.5,0.5005
ma 11.0x7.0,ma,11.0,7.0,0.15,0.15,34.62,0.825,0.825
ma 11.0x7.0,ma,11.0,7.0,0.145,0.2,39.58,1.1,0.7975
ma 11.0x7.0,ma,11.0,7.0,0.147,0.25,38.36,1.375,0.8085
ma 11.0x7.0,ma,11.0,7.0,0.152,0.3,32.99,1.65,0.836
ma 11.0x7.0,ma,11.0,7.0,0.157,0.35,28.34,1.9249999999999998,0.8635
ma 11.0x7.0,ma,11.0,7.0,0.159,0.4,25.34,2.2,0.8745
ma 11.0x7.0,ma,11.0,7.0,0.16,0.45,22.92,2.475,0.88
ma 11.0x7.0,ma,11.0,7.0,0.159,0.5,20.66,2.75,0.8745
ma 11.0x7.0,ma,11.0,7.0,0.158,0.55,18.64,3.0250000000000004,0.869
ma 11.0x7.0,ma,11.0,7.0,0.156,0.6,16.87,3.3,0.858
ma 11.0x7.0,ma,11.0,7.0,0.152,0.65,15.32,3.575,0.836
ma 11.0x7.0,ma,11.0,7.0,0.146,0.7,14.01,3.8499999999999996,0.8029999999999999
ma 11.0x7.0,ma,11.0,7.0,0.14,0.75,12.93,4.125,0.77
ma 11.0x7.0,ma,11.0,7.0,0.133,0.8,11.97,4.4,0.7315
ma 11.0x7.0,ma,11.0,7.0,0.124,0.85,10.96,4.675,0.6819999999999999
ma 11.0x7.0,ma,11.0,7.0,0.115,0.9,9.99,4.95,0.6325000000000001
ma 11.0x7.0,ma,11.0,7.0,0.102,0.95,8.93,5.225,0.5609999999999999
ma 11.0x7.0,ma,11.0,7.0,0.089,1.0,7.86,5.5,0.4895
ma 11.0x8.0,ma,11.0,8.0,0.159,0.15,35.04,0.825,0.8745
ma 11.0x8.0,ma,11.0,8.0,0.145,0.2,41.53,1.1,0.7975
ma 11.0x8.0,ma,11.0,8.0,0.146,0.25,41.45,1.375,0.8029999999999999
ma 11.0x8.0,ma,11.0,8.0,0.151,0.3,37.33,1.65,0.8305
ma 11.0x8.0,ma,11.0,8.0,0.155,0.35,32.95,1.9249999999999998,0.8525
ma 11.0x8.0,ma,11.0,8.0,0.158,0.4,29.67,2.2,0.869
ma 11.0x8.0,ma,11.0,8.0,0.159,0.45,26.92,2.475,0.8745
ma 11.0x8.0,ma,11.0,8.0,0.159,0.5,24.5,2.75,0.8745
ma 11.0x8.0,ma,11.0,8.0,0.158,0.55,22.46,3.0250000000000004,0.869
ma 11.0x8.0,ma,11.0,8.0,0.156,0.6,20.65,3.3,0.858
ma 11.0x8.0,ma,11.0,8.0,0.153,0.65,19.0,3.575,0.8415
ma 11.0x8.0,ma,11.0,8.0,0.148,0.7,17.5,3.8499999999999996,0.814
ma 11.0x8.0,ma,11.0,8.0,0.143,0.75,16.29,4.125,0.7865
ma 11.0x8.0,ma,11.0,8.0,0.136,0.8,15.19,4.4,0.748
ma 11.0x8.0,ma,11.0,8.0,0.128,0.85,14.03,4.675,0.704
ma 11.0x8.0,ma,11.0,8.0,0.119,0.9,12.94,4.95,0.6545
ma 11.0x8.0,ma,11.0,8.0,0.104,0.95,11.33,5.225,0.572
ma 11.0x8.0,ma,11.0,8.0,0.09,1.0,9.7,5.5,0.495
ma 9.0x4.0,ma,9.0,4.0,0.153,0.15,30.18,0.6749999999999999,0.6885
ma 9.0x4.0,ma,9.0,4.0,0.148,0.2,32.66,0.9,0.6659999999999999
ma 9.0x4.0,ma,9.0,4.0,0.149,0.25,31.47,1.125,0.6705
ma 9.0x4.0,ma,9.0,4.0,0.154,0.3,26.99,1.3499999999999999,0.693
ma 9.0x4.0,ma,9.0,4.0,0.159,0.35,23.27,1.575,0.7155
ma 9.0x4.0,ma,9.0,4.0,0.161,0.4,21.06,1.8,0.7245
ma 9.0x4.0,ma,9.0,4.0,0.161,0.45,19.25,2.025,0.7245
ma 9.0x4.0,ma,9.0,4.0,0.161,0.5,17.6,2.25,0.7245
ma 9.0x4.0,ma,9.0,4.0,0.16,0.55,16.14,2.475,0.72
ma 9.0x4.0,ma,9.0,4.0,0.158,0.6,14.96,2.6999999999999997,0.711
ma 9.0x4.0,ma,9.0,4.0,0.154,0.65,13.83,2.9250000000000003,0.693
ma 9.0x4.0,ma,9.0,4.0,0.149,0.7,12.99,3.15,0.6705
ma 9.0x4.0,ma,9.0,4.0,0.143,0.75,12.28,3.375,0.6435
ma 9.0x4.0,ma,9.0,4.0,0.135,0.8,11.69,3.6,0.6075
ma 9.0x4.0,ma,9.0,4.0,0.127,0.85,10.92,3.8249999999999997,0.5715
ma 9.0x4.0,ma,9.0,4.0,0.118,0.9,10.17,4.05,0.5309999999999999
ma 9.0x4.0,ma,9.0,4.0,0.105,0.95,9.28,4.2749999999999995,0.4725
ma 9.0x4.0,ma,9.0,4.0,0.091,1.0,8.38,4.5,0.4095
ma 9.0x6.0,ma,9.0,6.0,0.152,0.15,33.41,0.6749999999999999,0.6839999999999999
ma 9.0x6.0,ma,9.0,6.0,0.146,0.2,37.35,0.9,0.6569999999999999
ma 9.0x6.0,ma,9.0,6.0,0.148,0.25,37.66,1.125,0.6659999999999999
ma 9.0x6.0,ma,9.0,6.0,0.152,0.3,34.46,1.3499999999999999,0.6839999999999999
ma 9.0x6.0,ma,9.0,6.0,0.156,0.35,30.73,1.575,0.702
ma 9.0x6.0,ma,9.0,6.0,0.159,0.4,27.7,1.8,0.7155
ma 9.0x6.0,ma,9.0,6.0,0.159,0.45,25.27,2.025,0.7155
ma 9.0x6.0,ma,9.0,6.0,0.159,0.5,23.09,2.25,0.7155
ma 9.0x6.0,ma,9.0,6.0,0.157,0.55,21.22,2.475,0.7065
ma 9.0x6.0,ma,9.0,6.0,0.155,0.6,19.54,2.6999999999999997,0.6975
ma 9.0x6.0,ma,9.0,6.0,0.152,0.65,18.03,2.9250000000000003,0.6839999999999999
ma 9.0x6.0,ma,9.0,6.0,0.146,0.7,16.76,3.15,0.6569999999999999
ma 9.0x6.0,ma,9.0,6.0,0.141,0.75,15.68,3.375,0.6345
ma 9.0x6.0,ma,9.0,6.0,0.133,0.8,14.8,3.6,0.5985
ma 9.0x6.0,ma,9.0,6.0,0.124,0.85,13.79,3.8249999999999997,0.558
ma 9.0x6.0,ma,9.0,6.0,0.114,0.9,12.5,4.05,0.513
ma 9.0x6.0,ma,9.0,6.0,0.098,0.95,11.42,4.2749999999999995,0.441
ma 9.0x6.0,ma,9.0,6.0,0.081,1.0,10.34,4.5,0.3645
apcff 4.2x4.0,apcff,4.2,4.0,0.2027,0.15,38.363,0.315,0.42567
apcff 4.2x4.0,apcff,4.2,4.0,0.1909,0.2,42.864,0.42000000000000004,0.40088999999999997
apcff 4.2x4.0,apcff,4.2,4.0,0.1865,0.25,45.208,0.525,0.39165
apcff 4.2x4.0,apcff,4.2,4.0,0.1823,0.3,44.502,0.63,0.38283
apcff 4.2x4.0,apcff,4.2,4.0,0.18,0.35,42.724,0.735,0.378
apcff 4.2x4.0,apcff,4.2,4.0,0.1817,0.4,40.263,0.8400000000000001,0.38157
apcff 4.2x4.0,apcff,4.2,4.0,0.186,0.45,37.416,0.9450000000000001,0.3906
apcff 4.2x4.0,apcff,4.2,4.0,0.1895,0.5,34.613,1.05,0.39795
apcff 4.2x4.0,apcff,4.2,4.0,0.1902,0.55,32.197,1.1550000000000002,0.39942000000000005
apcff 4.2x4.0,apcff,4.2,4.0,0.188,0.6,30.083,1.26,0.39480000000000004
apcff 4.2x4.0,apcff,4.2,4.0,0.183,0.65,28.195,1.3650000000000002,0.38430000000000003
apcff 4.2x4.0,apcff,4.2,4.0,0.175,0.7,26.509,1.47,0.3675
apcff 4.2x4.0,apcff,4.2,4.0,0.1642,0.75,24.943,1.5750000000000002,0.34482
apcff 4.2x4.0,apcff,4.2,4.0,0.1506,0.8,23.468,1.6800000000000002,0.31626000000000004
apcff 4.2x4.0,apcff,4.2,4.0,0.1341,0.85,21.855,1.785,0.28161
apcff 4.2x4.0,apcff,4.2,4.0,0.1145,0.9,19.775,1.8900000000000001,0.24045000000000002
apcff 4.2x4.0,apcff,4.2,4.0,0.0855,0.95,17.162,1.9949999999999999,0.17955000000000002
apcff 4.2x4.0,apcff,4.2,4.0,0.009,1.0,15.732,2.1,0.0189
apcff 9.0x4.0,apcff,9.0,4.0,0.1693,0.15,33.068,0.6749999999999999,0.76185
apcff 9.0x4.0,apcff,9.0,4.0,0.1671,0.2,35.152,0.9,0.75195
apcff 9.0x4.0,apcff,9.0,4.0,0.1665,0.25,34.443,1.125,0.7492500000000001
apcff 9.0x4.0,apcff,9.0,4.0,0.1653,0.3,30.962,1.3499999999999999,0.74385
apcff 9.0x4.0,apcff,9.0,4.0,0.1659,0.35,27.381,1.575,0.7465499999999999
apcff 9.0x4.0,apcff,9.0,4.0,0.1684,0.4,24.718,1.8,0.7578
apcff 9.0x4.0,apcff,9.0,4.0,0.1717,0.45,22.898,2.025,0.77265
apcff 9.0x4.0,apcff,9.0,4.0,0.1741,0.5,21.434,2.25,0.78345
apcff 9.0x4.0,apcff,9.0,4.0,0.1751,0.55,20.056,2.475,0.78795
apcff 9.0x4.0,apcff,9.0,4.0,0.1745,0.6,18.868,2.6999999999999997,0.78525
apcff 9.0x4.0,apcff,9.0,4.0,0.1714,0.65,17.733,2.9250000000000003,0.7713
apcff 9.0x4.0,apcff,9.0,4.0,0.1655,0.7,16.685,3.15,0.74475
apcff 9.0x4.0,apcff,9.0,4.0,0.1561,0.75,15.61,3.375,0.7024499999999999
