Blades_name,Propellers_brand,Propellers_diameter,Propellers_pitch,Adimensional_chord_c/R,Adimensional_radius_r/R,Beta_angle_relative_to_motion,Radius,Chord,Area_of_blade
grsn 9.0x7.0,grsn,9.0,7.0,0.193,0.45,27.65,2.025,0.8685,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.195,0.5,26.4,2.25,0.8775,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.194,0.55,25.31,2.475,0.873,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.192,0.6,24.15,2.7,0.864,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.187,0.65,23.0,2.925,0.8415,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.182,0.7,21.74,3.15,0.819,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.174,0.75,20.46,3.375,0.783,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.164,0.8,19.28,3.6,0.738,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.152,0.85,18.09,3.825,0.684,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.137,0.9,16.81,4.05,0.6165,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.111,0.95,15.51,4.275,0.4995,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.084,1.0,14.22,4.5,0.378,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.172,0.15,22.11,0.75,0.86,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.178,0.2,23.81,1.0,0.89,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.18,0.25,24.17,1.25,0.9,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.18,0.3,24.0,1.5,0.9,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.179,0.35,23.58,1.75,0.895,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.178,0.4,22.87,2.0,0.89,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.176,0.45,21.79,2.25,0.88,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.172,0.5,20.47,2.5,0.86,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.167,0.55,18.91,2.75,0.835,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.161,0.6,17.3,3.0,0.805,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.155,0.65,15.81,3.25,0.775,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.147,0.7,14.51,3.5,0.735,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.139,0.75,13.52,3.75,0.695,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.129,0.8,12.44,4.0,0.645,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.119,0.85,11.48,4.25,0.595,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.107,0.9,10.23,4.5,0.535,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.092,0.95,8.61,4.75,0.46,135.75402254866333
gwsdd 10.0x6.0,gwsdd,10.0,6.0,0.076,1.0,6.97,5.0,0.38,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.162,0.15,24.7,0.825,0.891,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.177,0.2,24.09,1.1,0.9735,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.25,23.8,1.375,0.99,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.3,23.69,1.65,0.99,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.181,0.35,23.69,1.925,0.9955,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.18,0.4,23.3,2.2,0.99,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.179,0.45,22.42,2.475,0.9845,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.177,0.5,21.05,2.75,0.9735,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.175,0.55,19.69,3.025,0.9625,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.171,0.6,18.2,3.3,0.9405,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.166,0.65,16.64,3.575,0.913,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.158,0.7,15.34,3.85,0.869,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.149,0.75,14.22,4.125,0.8195,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.139,0.8,13.24,4.4,0.7645,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.126,0.85,12.29,4.675,0.693,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.112,0.9,11.06,4.95,0.616,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.093,0.95,9.75,5.225,0.5115,135.75402254866333
gwsdd 11.0x7.0,gwsdd,11.0,7.0,0.072,1.0,8.44,5.5,0.396,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.169,0.15,25.65,0.675,0.7605,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.181,0.2,26.35,0.9,0.8145,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.183,0.25,26.75,1.125,0.8235,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.183,0.3,26.49,1.35,0.8235,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.182,0.35,25.57,1.575,0.819,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.18,0.4,23.95,1.8,0.81,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.176,0.45,21.72,2.025,0.792,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.173,0.5,19.38,2.25,0.7785,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.17,0.55,17.53,2.475,0.765,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.167,0.6,15.8,2.7,0.7515,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.162,0.65,14.4,2.925,0.729,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.156,0.7,13.19,3.15,0.702,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.15,0.75,12.09,3.375,0.675,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.142,0.8,11.38,3.6,0.639,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.132,0.85,10.13,3.825,0.594,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.117,0.9,8.7,4.05,0.5265,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.095,0.95,6.5,4.275,0.4275,135.75402254866333
gwsdd 9.0x5.0,gwsdd,9.0,5.0,0.073,1.0,4.26,4.5,0.3285,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.117,0.15,13.11,0.75,0.585,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.127,0.2,19.41,1.0,0.635,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.15,0.25,21.55,1.25,0.75,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.173,0.3,21.48,1.5,0.865,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.196,0.35,20.47,1.75,0.98,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.217,0.4,19.34,2.0,1.085,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.231,0.45,18.21,2.25,1.155,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.239,0.5,16.79,2.5,1.195,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.241,0.55,15.45,2.75,1.205,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.24,0.6,14.34,3.0,1.2,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.232,0.65,13.46,3.25,1.16,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.221,0.7,12.66,3.5,1.105,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.206,0.75,11.97,3.75,1.03,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.187,0.8,11.36,4.0,0.935,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.165,0.85,10.59,4.25,0.825,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.138,0.9,9.67,4.5,0.69,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.097,0.95,9.1,4.75,0.485,135.75402254866333
gwssf 10.0x4.7,gwssf,10.0,4.7,0.054,1.0,8.57,5.0,0.27,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.109,0.15,20.01,0.75,0.545,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.125,0.2,20.41,1.0,0.625,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.145,0.25,20.62,1.25,0.725,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.167,0.3,20.61,1.5,0.835,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.188,0.35,20.72,1.75,0.94,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.205,0.4,21.02,2.0,1.025,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.219,0.45,21.41,2.25,1.095,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.228,0.5,21.68,2.5,1.14,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.232,0.55,21.61,2.75,1.16,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.231,0.6,21.01,3.0,1.155,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.225,0.65,19.87,3.25,1.125,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.214,0.7,18.55,3.5,1.07,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.2,0.75,17.29,3.75,1.0,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.181,0.8,16.1,4.0,0.905,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.159,0.85,14.95,4.25,0.795,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.133,0.9,13.76,4.5,0.665,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.089,0.95,11.88,4.75,0.445,135.75402254866333
gwssf 10.0x8.0,gwssf,10.0,8.0,0.044,1.0,9.92,5.0,0.22,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.103,0.15,17.31,0.825,0.5665,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.121,0.2,19.83,1.1,0.6655,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.145,0.25,20.88,1.375,0.7975,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.17,0.3,20.51,1.65,0.935,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.193,0.35,19.91,1.925,1.0615,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.211,0.4,18.73,2.2,1.1605,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.223,0.45,17.05,2.475,1.2265,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.228,0.5,15.34,2.75,1.254,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.231,0.55,13.87,3.025,1.2705,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.229,0.6,12.81,3.3,1.2595,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.225,0.65,12.02,3.575,1.2375,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.217,0.7,11.35,3.85,1.1935,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.204,0.75,10.73,4.125,1.122,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.187,0.8,10.21,4.4,1.0285,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.166,0.85,9.66,4.675,0.913,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.139,0.9,9.22,4.95,0.7645,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.097,0.95,8.93,5.225,0.5335,135.75402254866333
gwssf 11.0x4.7,gwssf,11.0,4.7,0.055,1.0,8.66,5.5,0.3025,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.092,0.15,21.24,0.825,0.506,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.105,0.2,21.38,1.1,0.5775,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.124,0.25,21.61,1.375,0.682,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.146,0.3,21.77,1.65,0.803,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.17,0.35,21.83,1.925,0.935,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.191,0.4,21.89,2.2,1.0505,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.207,0.45,21.84,2.475,1.1385,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.218,0.5,21.77,2.75,1.199,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.224,0.55,21.46,3.025,1.232,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.224,0.6,20.69,3.3,1.232,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.219,0.65,19.44,3.575,1.2045,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.21,0.7,18.23,3.85,1.155,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.197,0.75,17.21,4.125,1.0835,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.18,0.8,16.22,4.4,0.99,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.159,0.85,15.45,4.675,0.8745,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.134,0.9,14.66,4.95,0.737,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.099,0.95,13.65,5.225,0.5445,135.75402254866333
gwssf 11.0x8.0,gwssf,11.0,8.0,0.063,1.0,12.64,5.5,0.3465,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.086,0.15,31.66,0.675,0.387,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.098,0.2,28.22,0.9,0.441,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.125,0.25,25.36,1.125,0.5625,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.157,0.3,23.58,1.35,0.7065,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.185,0.35,22.05,1.575,0.8325,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.206,0.4,20.54,1.8,0.927,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.217,0.45,19.09,2.025,0.9765,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.224,0.5,17.68,2.25,1.008,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.227,0.55,16.5,2.475,1.0215,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.226,0.6,15.39,2.7,1.017,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.22,0.65,14.27,2.925,0.99,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.211,0.7,13.23,3.15,0.9495,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.197,0.75,12.36,3.375,0.8865,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.181,0.8,11.5,3.6,0.8145,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.162,0.85,10.61,3.825,0.729,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.134,0.9,9.63,4.05,0.603,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.088,0.95,9.11,4.275,0.396,135.75402254866333
gwssf 9.0x4.7,gwssf,9.0,4.7,0.04,1.0,8.62,4.5,0.18,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.107,0.15,27.15,0.675,0.4815,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.112,0.2,20.45,0.9,0.504,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.134,0.25,20.95,1.125,0.603,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.158,0.3,21.26,1.35,0.711,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.181,0.35,21.6,1.575,0.8145,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.199,0.4,21.94,1.8,0.8955,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.213,0.45,22.14,2.025,0.9585,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.222,0.5,22.14,2.25,0.999,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.227,0.55,21.78,2.475,1.0215,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.227,0.6,21.22,2.7,1.0215,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.222,0.65,20.29,2.925,0.999,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.212,0.7,19.18,3.15,0.954,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.199,0.75,17.87,3.375,0.8955,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.181,0.8,16.65,3.6,0.8145,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.161,0.85,15.64,3.825,0.7245,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.138,0.9,14.52,4.05,0.621,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.099,0.95,12.8,4.275,0.4455,135.75402254866333
gwssf 9.0x7.0,gwssf,9.0,7.0,0.059,1.0,11.04,4.5,0.2655,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.171,0.15,33.95,0.75,0.855,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.172,0.2,34.54,1.0,0.86,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.185,0.25,34.06,1.25,0.925,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.188,0.3,32.17,1.5,0.94,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.187,0.35,29.53,1.75,0.935,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.185,0.4,27.27,2.0,0.925,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.18,0.45,25.24,2.25,0.9,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.175,0.5,23.35,2.5,0.875,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.169,0.55,21.52,2.75,0.845,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.162,0.6,19.94,3.0,0.81,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.155,0.65,18.49,3.25,0.775,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.146,0.7,17.29,3.5,0.73,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.135,0.75,16.11,3.75,0.675,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.123,0.8,15.07,4.0,0.615,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.11,0.85,14.18,4.25,0.55,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.094,0.9,13.36,4.5,0.47,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.069,0.95,12.44,4.75,0.345,135.75402254866333
kyosho 10.0x6.0,kyosho,10.0,6.0,0.042,1.0,11.5,5.0,0.21,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.187,0.15,33.63,0.75,0.935,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.174,0.2,36.86,1.0,0.87,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.182,0.25,37.5,1.25,0.91,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.187,0.3,36.22,1.5,0.935,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.185,0.35,33.95,1.75,0.925,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.182,0.4,31.74,2.0,0.91,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.178,0.45,29.61,2.25,0.89,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.174,0.5,27.62,2.5,0.87,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.169,0.55,25.75,2.75,0.845,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.163,0.6,24.03,3.0,0.815,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.156,0.65,22.41,3.25,0.78,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.147,0.7,20.97,3.5,0.735,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.136,0.75,19.32,3.75,0.68,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.124,0.8,17.65,4.0,0.62,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.11,0.85,16.13,4.25,0.55,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.094,0.9,14.44,4.5,0.47,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.071,0.95,13.32,4.75,0.355,135.75402254866333
kyosho 10.0x7.0,kyosho,10.0,7.0,0.048,1.0,12.22,5.0,0.24,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.165,0.15,37.61,0.825,0.9075,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.165,0.2,39.49,1.1,0.9075,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.183,0.25,41.2,1.375,1.0065,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.186,0.3,38.26,1.65,1.023,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.184,0.35,34.89,1.925,1.012,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.182,0.4,31.83,2.2,1.001,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.178,0.45,28.82,2.475,0.979,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.174,0.5,26.17,2.75,0.957,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.168,0.55,24.03,3.025,0.924,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.162,0.6,22.2,3.3,0.891,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.154,0.65,20.46,3.575,0.847,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.144,0.7,18.9,3.85,0.792,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.134,0.75,17.31,4.125,0.737,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.123,0.8,15.74,4.4,0.6765,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.109,0.85,14.17,4.675,0.5995,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.093,0.9,12.84,4.95,0.5115,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.066,0.95,11.64,5.225,0.363,135.75402254866333
kyosho 11.0x7.0,kyosho,11.0,7.0,0.039,1.0,10.45,5.5,0.2145,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.16,0.15,39.34,0.825,0.88,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.156,0.2,43.0,1.1,0.858,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.172,0.25,45.97,1.375,0.946,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.175,0.3,43.02,1.65,0.9625,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.173,0.35,39.36,1.925,0.9515,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.171,0.4,36.13,2.2,0.9405,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.169,0.45,33.19,2.475,0.9295,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.166,0.5,30.5,2.75,0.913,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.162,0.55,27.95,3.025,0.891,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.157,0.6,25.61,3.3,0.8635,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.15,0.65,23.55,3.575,0.825,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.142,0.7,21.63,3.85,0.781,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.133,0.75,19.87,4.125,0.7315,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.122,0.8,18.05,4.4,0.671,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.109,0.85,16.61,4.675,0.5995,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.093,0.9,14.87,4.95,0.5115,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.07,0.95,13.05,5.225,0.385,135.75402254866333
kyosho 11.0x9.0,kyosho,11.0,9.0,0.046,1.0,11.23,5.5,0.253,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.18,0.15,32.09,0.675,0.81,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.176,0.2,33.23,0.9,0.792,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.183,0.25,34.11,1.125,0.8235,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.187,0.3,32.99,1.35,0.8415,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.187,0.35,30.98,1.575,0.8415,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.186,0.4,29.15,1.8,0.837,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.183,0.45,27.3,2.025,0.8235,135.75402254866333
kyosho 9.0x6.0,kyosho,9.0,6.0,0.178,0.5,25.48,2.25,0.801,135.75402254866333
