Blades_name,Propellers_brand,Propellers_diameter,Propellers_pitch,Adimensional_chord_c/R,Adimensional_radius_r/R,Beta_angle_relative_to_motion,Radius,Chord,Area_of_blade
grcp 10.0x8.0,grcp,10.0,8.0,0.125,0.8,17.27,4.0,0.625,135.75402254866333
grcp 10.0x8.0,grcp,10.0,8.0,0.112,0.85,15.98,4.25,0.56,135.75402254866333
grcp 10.0x8.0,grcp,10.0,8.0,0.093,0.9,15.02,4.5,0.465,135.75402254866333
grcp 10.0x8.0,grcp,10.0,8.0,0.062,0.95,14.2,4.75,0.31,135.75402254866333
grcp 10.0x8.0,grcp,10.0,8.0,0.031,1.0,13.37,5.0,0.155,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.156,0.15,30.27,0.825,0.858,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.2,31.3,1.1,0.836,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.25,30.03,1.375,0.836,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.154,0.3,27.27,1.65,0.847,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.154,0.35,23.93,1.925,0.847,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.152,0.4,20.7,2.2,0.836,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.149,0.45,17.91,2.475,0.8195,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.145,0.5,15.74,2.75,0.7975,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.141,0.55,14.02,3.025,0.7755,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.136,0.6,12.63,3.3,0.748,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.132,0.65,11.47,3.575,0.726,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.128,0.7,10.64,3.85,0.704,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.122,0.75,9.76,4.125,0.671,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.116,0.8,8.64,4.4,0.638,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.107,0.85,8.05,4.675,0.5885,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.093,0.9,7.53,4.95,0.5115,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.066,0.95,7.33,5.225,0.363,135.75402254866333
grcp 11.0x4.0,grcp,11.0,4.0,0.039,1.0,7.15,5.5,0.2145,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.157,0.15,36.45,0.825,0.8635,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.154,0.2,39.48,1.1,0.847,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.152,0.25,38.7,1.375,0.836,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.15,0.3,34.38,1.65,0.825,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.147,0.35,29.77,1.925,0.8085,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.144,0.4,25.97,2.2,0.792,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.14,0.45,22.79,2.475,0.77,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.136,0.5,20.05,2.75,0.748,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.133,0.55,17.84,3.025,0.7315,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.129,0.6,16.14,3.3,0.7095,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.126,0.65,14.59,3.575,0.693,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.123,0.7,13.14,3.85,0.6765,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.119,0.75,12.01,4.125,0.6545,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.113,0.8,10.99,4.4,0.6215,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.105,0.85,9.94,4.675,0.5775,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.091,0.9,8.43,4.95,0.5005,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.062,0.95,7.28,5.225,0.341,135.75402254866333
grcp 11.0x6.0,grcp,11.0,6.0,0.032,1.0,6.17,5.5,0.176,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.157,0.15,41.39,0.825,0.8635,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.152,0.2,46.1,1.1,0.836,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.151,0.25,46.7,1.375,0.8305,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.152,0.3,42.95,1.65,0.836,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.154,0.35,38.14,1.925,0.847,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.154,0.4,33.78,2.2,0.847,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.153,0.45,29.97,2.475,0.8415,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.15,0.5,26.8,2.75,0.825,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.147,0.55,24.3,3.025,0.8085,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.143,0.6,22.27,3.3,0.7865,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.139,0.65,20.47,3.575,0.7645,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.134,0.7,18.77,3.85,0.737,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.128,0.75,17.4,4.125,0.704,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.121,0.8,16.14,4.4,0.6655,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.11,0.85,15.03,4.675,0.605,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.095,0.9,14.01,4.95,0.5225,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.067,0.95,13.03,5.225,0.3685,135.75402254866333
grcp 11.0x8.0,grcp,11.0,8.0,0.038,1.0,12.06,5.5,0.209,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.163,0.15,36.4,0.675,0.7335,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.157,0.2,37.31,0.9,0.7065,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.156,0.25,35.28,1.125,0.702,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.156,0.3,31.16,1.35,0.702,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.155,0.35,26.88,1.575,0.6975,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.152,0.4,23.3,1.8,0.684,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.148,0.45,20.25,2.025,0.666,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.144,0.5,17.7,2.25,0.648,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.14,0.55,15.78,2.475,0.63,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.136,0.6,14.18,2.7,0.612,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.131,0.65,12.96,2.925,0.5895,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.127,0.7,11.77,3.15,0.5715,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.121,0.75,10.67,3.375,0.5445,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.114,0.8,9.63,3.6,0.513,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.105,0.85,8.65,3.825,0.4725,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.09,0.9,7.33,4.05,0.405,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.062,0.95,6.84,4.275,0.279,135.75402254866333
grcp 9.0x4.0,grcp,9.0,4.0,0.034,1.0,6.39,4.5,0.153,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.163,0.15,37.95,0.675,0.7335,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.159,0.2,41.42,0.9,0.7155,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.158,0.25,42.0,1.125,0.711,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.16,0.3,38.94,1.35,0.72,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.161,0.35,34.77,1.575,0.7245,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.16,0.4,30.77,1.8,0.72,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.157,0.45,27.45,2.025,0.7065,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.155,0.5,24.63,2.25,0.6975,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.152,0.55,22.3,2.475,0.684,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.148,0.6,20.37,2.7,0.666,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.144,0.65,18.66,2.925,0.648,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.14,0.7,17.21,3.15,0.63,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.134,0.75,15.77,3.375,0.603,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.126,0.8,14.76,3.6,0.567,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.115,0.85,13.78,3.825,0.5175,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.096,0.9,13.25,4.05,0.432,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.06,0.95,13.75,4.275,0.27,135.75402254866333
grcp 9.0x6.0,grcp,9.0,6.0,0.021,1.0,14.34,4.5,0.0945,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.135,0.15,40.89,0.75,0.675,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.173,0.2,44.57,1.0,0.865,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.197,0.25,42.71,1.25,0.985,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.203,0.3,38.09,1.5,1.015,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.204,0.35,33.75,1.75,1.02,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.201,0.4,30.07,2.0,1.005,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.197,0.45,26.97,2.25,0.985,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.191,0.5,24.32,2.5,0.955,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.185,0.55,22.06,2.75,0.925,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.178,0.6,20.15,3.0,0.89,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.17,0.65,18.5,3.25,0.85,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.161,0.7,17.06,3.5,0.805,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.151,0.75,15.67,3.75,0.755,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.139,0.8,14.71,4.0,0.695,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.123,0.85,13.65,4.25,0.615,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.102,0.9,12.85,4.5,0.51,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.067,0.95,11.79,4.75,0.335,135.75402254866333
grcsp 10.0x6.0,grcsp,10.0,6.0,0.032,1.0,10.72,5.0,0.16,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.129,0.15,41.89,0.75,0.645,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.16,0.2,48.64,1.0,0.8,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.185,0.25,48.91,1.25,0.925,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.196,0.3,44.58,1.5,0.98,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.201,0.35,40.1,1.75,1.005,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.202,0.4,36.16,2.0,1.01,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.2,0.45,32.76,2.25,1.0,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.196,0.5,29.79,2.5,0.98,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.19,0.55,27.18,2.75,0.95,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.183,0.6,24.92,3.0,0.915,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.174,0.65,22.97,3.25,0.87,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.164,0.7,21.25,3.5,0.82,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.152,0.75,19.73,3.75,0.76,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.139,0.8,18.32,4.0,0.695,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.122,0.85,17.01,4.25,0.61,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.101,0.9,15.83,4.5,0.505,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.067,0.95,14.68,4.75,0.335,135.75402254866333
grcsp 10.0x8.0,grcsp,10.0,8.0,0.033,1.0,13.53,5.0,0.165,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.18,0.15,39.06,0.675,0.81,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.216,0.2,34.1,0.9,0.972,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.242,0.25,28.74,1.125,1.089,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.247,0.3,26.17,1.35,1.1115,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.247,0.35,24.0,1.575,1.1115,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.244,0.4,21.87,1.8,1.098,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.238,0.45,19.92,2.025,1.071,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.229,0.5,18.25,2.25,1.0305,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.219,0.55,16.75,2.475,0.9855,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.207,0.6,15.51,2.7,0.9315,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.193,0.65,14.48,2.925,0.8685,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.178,0.7,13.7,3.15,0.801,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.161,0.75,12.8,3.375,0.7245,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.142,0.8,12.28,3.6,0.639,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.121,0.85,11.81,3.825,0.5445,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.097,0.9,11.25,4.05,0.4365,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.064,0.95,10.28,4.275,0.288,135.75402254866333
grcsp 9.0x5.0,grcsp,9.0,5.0,0.031,1.0,9.29,4.5,0.1395,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.154,0.15,46.62,0.675,0.693,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.187,0.2,51.36,0.9,0.8415,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.206,0.25,47.87,1.125,0.927,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.214,0.3,42.77,1.35,0.963,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.217,0.35,38.08,1.575,0.9765,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.217,0.4,34.13,1.8,0.9765,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.214,0.45,30.77,2.025,0.963,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.209,0.5,27.99,2.25,0.9405,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.203,0.55,25.52,2.475,0.9135,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.196,0.6,23.46,2.7,0.882,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.188,0.65,21.61,2.925,0.846,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.179,0.7,20.08,3.15,0.8055,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.168,0.75,18.73,3.375,0.756,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.155,0.8,17.54,3.6,0.6975,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.139,0.85,16.59,3.825,0.6255,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.116,0.9,15.94,4.05,0.522,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.08,0.95,15.97,4.275,0.36,135.75402254866333
grcsp 9.0x6.0,grcsp,9.0,6.0,0.042,1.0,16.02,4.5,0.189,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.144,0.15,31.49,0.75,0.72,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.15,0.2,30.09,1.0,0.75,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.159,0.25,27.99,1.25,0.795,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.167,0.3,26.17,1.5,0.835,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.173,0.35,24.48,1.75,0.865,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.179,0.4,23.18,2.0,0.895,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.183,0.45,21.93,2.25,0.915,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.186,0.5,20.86,2.5,0.93,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.187,0.55,19.81,2.75,0.935,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.185,0.6,18.58,3.0,0.925,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.182,0.65,17.21,3.25,0.91,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.177,0.7,15.85,3.5,0.885,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.169,0.75,14.55,3.75,0.845,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.159,0.8,13.39,4.0,0.795,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.146,0.85,12.48,4.25,0.73,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.132,0.9,11.67,4.5,0.66,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.107,0.95,10.89,4.75,0.535,135.75402254866333
grsn 10.0x6.0,grsn,10.0,6.0,0.081,1.0,10.12,5.0,0.405,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.141,0.15,34.11,0.75,0.705,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.149,0.2,32.56,1.0,0.745,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.158,0.25,30.6,1.25,0.79,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.166,0.3,28.89,1.5,0.83,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.172,0.35,27.41,1.75,0.86,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.177,0.4,26.01,2.0,0.885,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.181,0.45,24.84,2.25,0.905,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.184,0.5,23.87,2.5,0.92,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.185,0.55,22.76,2.75,0.925,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.183,0.6,21.49,3.0,0.915,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.18,0.65,20.2,3.25,0.9,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.175,0.7,18.92,3.5,0.875,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.167,0.75,17.7,3.75,0.835,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.157,0.8,16.58,4.0,0.785,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.145,0.85,15.63,4.25,0.725,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.13,0.9,14.74,4.5,0.65,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.106,0.95,13.98,4.75,0.53,135.75402254866333
grsn 10.0x7.0,grsn,10.0,7.0,0.081,1.0,13.23,5.0,0.405,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.143,0.15,30.19,0.825,0.7865,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.148,0.2,28.53,1.1,0.814,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.157,0.25,26.42,1.375,0.8635,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.165,0.3,24.46,1.65,0.9075,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.172,0.35,22.83,1.925,0.946,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.178,0.4,21.47,2.2,0.979,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.182,0.45,20.27,2.475,1.001,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.185,0.5,19.18,2.75,1.0175,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.186,0.55,18.1,3.025,1.023,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.184,0.6,16.8,3.3,1.012,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.181,0.65,15.5,3.575,0.9955,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.175,0.7,14.23,3.85,0.9625,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.168,0.75,13.09,4.125,0.924,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.158,0.8,11.94,4.4,0.869,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.146,0.85,11.07,4.675,0.803,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.132,0.9,10.22,4.95,0.726,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.108,0.95,9.11,5.225,0.594,135.75402254866333
grsn 11.0x6.0,grsn,11.0,6.0,0.084,1.0,7.98,5.5,0.462,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.143,0.15,33.64,0.825,0.7865,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.148,0.2,32.16,1.1,0.814,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.157,0.25,30.17,1.375,0.8635,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.166,0.3,28.27,1.65,0.913,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.173,0.35,26.63,1.925,0.9515,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.179,0.4,25.3,2.2,0.9845,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.183,0.45,24.18,2.475,1.0065,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.186,0.5,23.18,2.75,1.023,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.187,0.55,22.06,3.025,1.0285,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.185,0.6,20.9,3.3,1.0175,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.182,0.65,19.69,3.575,1.001,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.177,0.7,18.45,3.85,0.9735,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.17,0.75,17.31,4.125,0.935,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.16,0.8,16.36,4.4,0.88,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.148,0.85,15.47,4.675,0.814,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.135,0.9,14.7,4.95,0.7425,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.111,0.95,13.33,5.225,0.6105,135.75402254866333
grsn 11.0x8.0,grsn,11.0,8.0,0.087,1.0,11.92,5.5,0.4785,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.162,0.15,30.52,0.675,0.729,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.158,0.2,29.64,0.9,0.711,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.166,0.25,27.42,1.125,0.747,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.174,0.3,25.57,1.35,0.783,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.182,0.35,24.0,1.575,0.819,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.188,0.4,22.55,1.8,0.846,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.193,0.45,21.25,2.025,0.8685,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.194,0.5,20.03,2.25,0.873,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.195,0.55,18.75,2.475,0.8775,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.192,0.6,17.57,2.7,0.864,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.188,0.65,16.35,2.925,0.846,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.183,0.7,15.1,3.15,0.8235,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.176,0.75,13.81,3.375,0.792,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.166,0.8,12.49,3.6,0.747,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.153,0.85,11.39,3.825,0.6885,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.138,0.9,10.14,4.05,0.621,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.112,0.95,8.5,4.275,0.504,135.75402254866333
grsn 9.0x5.0,grsn,9.0,5.0,0.086,1.0,6.84,4.5,0.387,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.155,0.15,36.67,0.675,0.6975,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.158,0.2,35.54,0.9,0.711,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.167,0.25,33.52,1.125,0.7515,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.175,0.3,31.56,1.35,0.7875,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.182,0.35,30.21,1.575,0.819,135.75402254866333
grsn 9.0x7.0,grsn,9.0,7.0,0.189,0.4,29.0,1.8,0.8505,135.75402254866333
